Location_Renamed,Location,Type_1,Type_2,Quarter,GDP_Quarterly
Region V (Bicol Region),Region V,Services,Services,2023Q1,366000000
Region V (Bicol Region),Region V,Services,Services,2023Q2,376664062.5
Region V (Bicol Region),Region V,Services,Services,2023Q3,387187500
Region V (Bicol Region),Region V,Services,Services,2023Q4,397617187.5
Region V (Bicol Region),Region V,Services,Services,2024Q1,408000000
Region V (Bicol Region),Region V,Services,Services,2024Q2,418382812.5
Region V (Bicol Region),Region V,Services,Services,2024Q3,428812500
Region V (Bicol Region),Region V,Services,Services,2024Q4,439335937.5
Region V (Bicol Region),Region V,Services,Services,2025Q1,450000000
Region V (Bicol Region),Region V,Services,Services,2025Q2,460851562.5
Region V (Bicol Region),Region V,Services,Services,2025Q3,471937500
Region V (Bicol Region),Region V,Services,Services,2025Q4,483304687.5
Region VI (Western Visayas),Region VI,"Agriculture, forestry, and fishing","Agriculture, forestry, and fishing",2020Q1,103000000
Region VI (Western Visayas),Region VI,"Agriculture, forestry, and fishing","Agriculture, forestry, and fishing",2020Q2,107281250
Region VI (Western Visayas),Region VI,"Agriculture, forestry, and fishing","Agriculture, forestry, and fishing",2020Q3,110250000
Region VI (Western Visayas),Region VI,"Agriculture, forestry, and fishing","Agriculture, forestry, and fishing",2020Q4,112093750
Region VI (Western Visayas),Region VI,"Agriculture, forestry, and fishing","Agriculture, forestry, and fishing",2021Q1,113000000
Region VI (Western Visayas),Region VI,"Agriculture, forestry, and fishing","Agriculture, forestry, and fishing",2021Q2,113156250
Region VI (Western Visayas),Region VI,"Agriculture, forestry, and fishing","Agriculture, forestry, and fishing",2021Q3,112750000
Region VI (Western Visayas),Region VI,"Agriculture, forestry, and fishing","Agriculture, forestry, and fishing",2021Q4,111968750
Region VI (Western Visayas),Region VI,"Agriculture, forestry, and fishing","Agriculture, forestry, and fishing",2022Q1,111000000
Region VI (Western Visayas),Region VI,"Agriculture, forestry, and fishing","Agriculture, forestry, and fishing",2022Q2,110031250
Region VI (Western Visayas),Region VI,"Agriculture, forestry, and fishing","Agriculture, forestry, and fishing",2022Q3,109250000
Region VI (Western Visayas),Region VI,"Agriculture, forestry, and fishing","Agriculture, forestry, and fishing",2022Q4,108843750
Region VI (Western Visayas),Region VI,"Agriculture, forestry, and fishing","Agriculture, forestry, and fishing",2023Q1,109000000
Region VI (Western Visayas),Region VI,"Agriculture, forestry, and fishing","Agriculture, forestry, and fishing",2023Q2,109843750
Region VI (Western Visayas),Region VI,"Agriculture, forestry, and fishing","Agriculture, forestry, and fishing",2023Q3,111250000
Region VI (Western Visayas),Region VI,"Agriculture, forestry, and fishing","Agriculture, forestry, and fishing",2023Q4,113031250
Region VI (Western Visayas),Region VI,"Agriculture, forestry, and fishing","Agriculture, forestry, and fishing",2024Q1,115000000
Region VI (Western Visayas),Region VI,"Agriculture, forestry, and fishing","Agriculture, forestry, and fishing",2024Q2,116968750
Region VI (Western Visayas),Region VI,"Agriculture, forestry, and fishing","Agriculture, forestry, and fishing",2024Q3,118750000
Region VI (Western Visayas),Region VI,"Agriculture, forestry, and fishing","Agriculture, forestry, and fishing",2024Q4,120156250
Region VI (Western Visayas),Region VI,"Agriculture, forestry, and fishing","Agriculture, forestry, and fishing",2025Q1,121000000
Region VI (Western Visayas),Region VI,"Agriculture, forestry, and fishing","Agriculture, forestry, and fishing",2025Q2,121093750
Region VI (Western Visayas),Region VI,"Agriculture, forestry, and fishing","Agriculture, forestry, and fishing",2025Q3,120250000
Region VI (Western Visayas),Region VI,"Agriculture, forestry, and fishing","Agriculture, forestry, and fishing",2025Q4,118281250
Region VI (Western Visayas),Region VI,All,All,2020Q1,578000000
Region VI (Western Visayas),Region VI,All,All,2020Q2,597867187.5
Region VI (Western Visayas),Region VI,All,All,2020Q3,615437500
Region VI (Western Visayas),Region VI,All,All,2020Q4,631039062.5
Region VI (Western Visayas),Region VI,All,All,2021Q1,645000000
Region VI (Western Visayas),Region VI,All,All,2021Q2,657648437.5
Region VI (Western Visayas),Region VI,All,All,2021Q3,669312500
Region VI (Western Visayas),Region VI,All,All,2021Q4,680320312.5
Region VI (Western Visayas),Region VI,All,All,2022Q1,691000000
Region VI (Western Visayas),Region VI,All,All,2022Q2,701679687.5
Region VI (Western Visayas),Region VI,All,All,2022Q3,712687500
Region VI (Western Visayas),Region VI,All,All,2022Q4,724351562.5
Region VI (Western Visayas),Region VI,All,All,2023Q1,737000000
Region VI (Western Visayas),Region VI,All,All,2023Q2,750851562.5
Region VI (Western Visayas),Region VI,All,All,2023Q3,765687500
Region VI (Western Visayas),Region VI,All,All,2023Q4,781179687.5
Region VI (Western Visayas),Region VI,All,All,2024Q1,797000000
Region VI (Western Visayas),Region VI,All,All,2024Q2,812820312.5
Region VI (Western Visayas),Region VI,All,All,2024Q3,828312500
Region VI (Western Visayas),Region VI,All,All,2024Q4,843148437.5
Region VI (Western Visayas),Region VI,All,All,2025Q1,857000000
Region VI (Western Visayas),Region VI,All,All,2025Q2,869539062.5
Region VI (Western Visayas),Region VI,All,All,2025Q3,880437500
Region VI (Western Visayas),Region VI,All,All,2025Q4,889367187.5
Region VI (Western Visayas),Region VI,Industry,01. Mining and quarrying,2020Q1,102842038
Region VI (Western Visayas),Region VI,Industry,01. Mining and quarrying,2020Q2,112146103.6
Region VI (Western Visayas),Region VI,Industry,01. Mining and quarrying,2020Q3,116574688.1
Region VI (Western Visayas),Region VI,Industry,01. Mining and quarrying,2020Q4,116824288.8
Region VI (Western Visayas),Region VI,Industry,01. Mining and quarrying,2021Q1,113591403
Region VI (Western Visayas),Region VI,Industry,01. Mining and quarrying,2021Q2,107572528
Region VI (Western Visayas),Region VI,Industry,01. Mining and quarrying,2021Q3,99464161.19
Region VI (Western Visayas),Region VI,Industry,01. Mining and quarrying,2021Q4,89962799.74
Region VI (Western Visayas),Region VI,Industry,01. Mining and quarrying,2022Q1,79764941
Region VI (Western Visayas),Region VI,Industry,01. Mining and quarrying,2022Q2,69567082.26
Region VI (Western Visayas),Region VI,Industry,01. Mining and quarrying,2022Q3,60065720.81
Region VI (Western Visayas),Region VI,Industry,01. Mining and quarrying,2022Q4,51957353.96
Region VI (Western Visayas),Region VI,Industry,01. Mining and quarrying,2023Q1,45938479
Region VI (Western Visayas),Region VI,Industry,01. Mining and quarrying,2023Q2,42473427.46
Region VI (Western Visayas),Region VI,Industry,01. Mining and quarrying,2023Q3,41097867.81
Region VI (Western Visayas),Region VI,Industry,01. Mining and quarrying,2023Q4,41115302.76
Region VI (Western Visayas),Region VI,Industry,01. Mining and quarrying,2024Q1,41829235
Region VI (Western Visayas),Region VI,Industry,01. Mining and quarrying,2024Q2,42543167.24
Region VI (Western Visayas),Region VI,Industry,01. Mining and quarrying,2024Q3,42560602.19
Region VI (Western Visayas),Region VI,Industry,01. Mining and quarrying,2024Q4,41185042.54
Region VI (Western Visayas),Region VI,Industry,01. Mining and quarrying,2025Q1,37719991
Region VI (Western Visayas),Region VI,Industry,01. Mining and quarrying,2025Q2,31468950.27
Region VI (Western Visayas),Region VI,Industry,01. Mining and quarrying,2025Q3,21735423.06
Region VI (Western Visayas),Region VI,Industry,01. Mining and quarrying,2025Q4,7822912.07
Region VI (Western Visayas),Region VI,Industry,02. Manufacturing,2020Q1,53752854
Region VI (Western Visayas),Region VI,Industry,02. Manufacturing,2020Q2,53613807.81
Region VI (Western Visayas),Region VI,Industry,02. Manufacturing,2020Q3,53903894
Region VI (Western Visayas),Region VI,Industry,02. Manufacturing,2020Q4,54561807.94
Region VI (Western Visayas),Region VI,Industry,02. Manufacturing,2021Q1,55526245
Region VI (Western Visayas),Region VI,Industry,02. Manufacturing,2021Q2,56735900.56
Region VI (Western Visayas),Region VI,Industry,02. Manufacturing,2021Q3,58129470
Region VI (Western Visayas),Region VI,Industry,02. Manufacturing,2021Q4,59645648.69
Region VI (Western Visayas),Region VI,Industry,02. Manufacturing,2022Q1,61223132
Region VI (Western Visayas),Region VI,Industry,02. Manufacturing,2022Q2,62800615.31
Region VI (Western Visayas),Region VI,Industry,02. Manufacturing,2022Q3,64316794
Region VI (Western Visayas),Region VI,Industry,02. Manufacturing,2022Q4,65710363.44
Region VI (Western Visayas),Region VI,Industry,02. Manufacturing,2023Q1,66920019
Region VI (Western Visayas),Region VI,Industry,02. Manufacturing,2023Q2,67904890.94
Region VI (Western Visayas),Region VI,Industry,02. Manufacturing,2023Q3,68705849
Region VI (Western Visayas),Region VI,Industry,02. Manufacturing,2023Q4,69384197.81
Region VI (Western Visayas),Region VI,Industry,02. Manufacturing,2024Q1,70001242
Region VI (Western Visayas),Region VI,Industry,02. Manufacturing,2024Q2,70618286.19
Region VI (Western Visayas),Region VI,Industry,02. Manufacturing,2024Q3,71296635
Region VI (Western Visayas),Region VI,Industry,02. Manufacturing,2024Q4,72097593.06
Region VI (Western Visayas),Region VI,Industry,02. Manufacturing,2025Q1,73082465
Region VI (Western Visayas),Region VI,Industry,02. Manufacturing,2025Q2,74312555.44
Region VI (Western Visayas),Region VI,Industry,02. Manufacturing,2025Q3,75849169
Region VI (Western Visayas),Region VI,Industry,02. Manufacturing,2025Q4,77753610.31
Region VI (Western Visayas),Region VI,Industry,"03. Electricity, steam, water and waste management",2020Q1,7091561.5
Region VI (Western Visayas),Region VI,Industry,"03. Electricity, steam, water and waste management",2020Q2,7366873.238
Region VI (Western Visayas),Region VI,Industry,"03. Electricity, steam, water and waste management",2020Q3,7703504.156
Region VI (Western Visayas),Region VI,Industry,"03. Electricity, steam, water and waste management",2020Q4,8092694.371
Region VI (Western Visayas),Region VI,Industry,"03. Electricity, steam, water and waste management",2021Q1,8525684
Region VI (Western Visayas),Region VI,Industry,"03. Electricity, steam, water and waste management",2021Q2,8993713.16
Region VI (Western Visayas),Region VI,Industry,"03. Electricity, steam, water and waste management",2021Q3,9488021.969
Region VI (Western Visayas),Region VI,Industry,"03. Electricity, steam, water and waste management",2021Q4,9999850.543
Region VI (Western Visayas),Region VI,Industry,"03. Electricity, steam, water and waste management",2022Q1,10520439
Region VI (Western Visayas),Region VI,Industry,"03. Electricity, steam, water and waste management",2022Q2,11041027.46
Region VI (Western Visayas),Region VI,Industry,"03. Electricity, steam, water and waste management",2022Q3,11552856.03
Region VI (Western Visayas),Region VI,Industry,"03. Electricity, steam, water and waste management",2022Q4,12047164.84
Region VI (Western Visayas),Region VI,Industry,"03. Electricity, steam, water and waste management",2023Q1,12515194
Region VI (Western Visayas),Region VI,Industry,"03. Electricity, steam, water and waste management",2023Q2,12951103.59
Region VI (Western Visayas),Region VI,Industry,"03. Electricity, steam, water and waste management",2023Q3,13360733.53
Region VI (Western Visayas),Region VI,Industry,"03. Electricity, steam, water and waste management",2023Q4,13752843.71
Region VI (Western Visayas),Region VI,Industry,"03. Electricity, steam, water and waste management",2024Q1,14136194
Region VI (Western Visayas),Region VI,Industry,"03. Electricity, steam, water and waste management",2024Q2,14519544.29
Region VI (Western Visayas),Region VI,Industry,"03. Electricity, steam, water and waste management",2024Q3,14911654.47
